solar_sim,solar_clipped,wind_sim,wind_clipped,demand_sim,demand_clipped,solar_cap_MW,wind_cap_MW,demand_cap_MW,group,pipeline
1.344,1.344,369.39,178.956,1799.726,1799.726,145.664,178.956,4393.92,summer_day,150MW
138.037,138.037,28.741,28.741,2430.223,2430.223,145.664,178.956,4393.92,summer_day,150MW
145.647,145.647,0.0,0.0,2500.773,2500.773,145.664,178.956,4393.92,summer_day,150MW
145.664,145.664,741.083,178.956,2154.695,2154.695,145.664,178.956,4393.92,summer_day,150MW
145.617,145.617,0.0,0.0,1743.283,1743.283,145.664,178.956,4393.92,summer_day,150MW
113.863,113.863,0.0,0.0,2902.332,2902.332,145.664,178.956,4393.92,summer_day,150MW
145.664,145.664,15737571.713,178.956,2769.58,2769.58,145.664,178.956,4393.92,summer_day,150MW
43.311,43.311,4457102.615,178.956,2936.875,2936.875,145.664,178.956,4393.92,summer_day,150MW
-2.417,0.0,112853706941233.61,178.956,2569.445,2569.445,145.664,178.956,4393.92,summer_day,150MW
5.474,5.474,0.0,0.0,3568.816,3568.816,145.664,178.956,4393.92,summer_day,150MW
145.324,145.324,7194454674255.936,178.956,2423.399,2423.399,145.664,178.956,4393.92,summer_day,150MW
-2.319,0.0,1190998659.346,178.956,2528.453,2528.453,145.664,178.956,4393.92,summer_day,150MW
142.268,142.268,55927620410.121,178.956,2349.703,2349.703,145.664,178.956,4393.92,summer_day,150MW
-2.23,0.0,50.477,50.477,1963.638,1963.638,145.664,178.956,4393.92,summer_day,150MW
5.899,5.899,335.191,178.956,3112.848,3112.848,145.664,178.956,4393.92,summer_day,150MW
145.605,145.605,0.0,0.0,1952.223,1952.223,145.664,178.956,4393.92,summer_day,150MW
2.805,2.805,1695028.749,178.956,1907.245,1907.245,145.664,178.956,4393.92,summer_day,150MW
-2.413,0.0,424012.852,178.956,4065.275,4065.275,145.664,178.956,4393.92,summer_day,150MW
132.567,132.567,2.672,2.672,3591.636,3591.636,145.664,178.956,4393.92,summer_day,150MW
145.099,145.099,3207109743.23,178.956,3089.201,3089.201,145.664,178.956,4393.92,summer_day,150MW
145.448,145.448,0.001,0.001,2455.888,2455.888,145.664,178.956,4393.92,summer_day,150MW
145.048,145.048,381563.599,178.956,3108.014,3108.014,145.664,178.956,4393.92,summer_day,150MW
-2.181,0.0,0.0,0.0,3362.915,3362.915,145.664,178.956,4393.92,summer_day,150MW
133.226,133.226,8.787,8.787,1975.578,1975.578,145.664,178.956,4393.92,summer_day,150MW
145.461,145.461,0.0,0.0,3014.876,3014.876,145.664,178.956,4393.92,summer_day,150MW
