solar_sim,solar_clipped,wind_sim,wind_clipped,demand_sim,demand_clipped,solar_cap_MW,wind_cap_MW,demand_cap_MW,group,pipeline
0.0,0.0,0.065,0.065,2546.82,2546.82,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,4842.981,178.978,3067.306,3067.306,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.315,0.315,2702.266,2702.266,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,626715713180905.0,178.978,3585.331,3585.331,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.299,0.299,1708.766,1708.766,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,582152850339.151,178.978,3143.659,3143.659,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.0,0.0,3323.207,3323.207,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.0,0.0,2548.883,2548.883,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,3.4250228193017635e+19,178.978,3132.866,3132.866,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.0,0.0,2673.211,2673.211,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,90.908,90.908,3122.846,3122.846,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.011,0.011,3038.451,3038.451,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,2.066,2.066,3746.735,3746.735,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.0,0.0,2138.968,2138.968,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,568767.569,178.978,3410.567,3410.567,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,18.029,18.029,4278.121,4278.121,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.0,0.0,3544.248,3544.248,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.0,0.0,2537.282,2537.282,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.0,0.0,2953.886,2953.886,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,1071034.203,178.978,2580.645,2580.645,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.001,0.001,3396.772,3396.772,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.0,0.0,2902.107,2902.107,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.0,0.0,3698.672,3698.672,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,3888839415780852.5,178.978,2976.898,2976.898,0.0,178.978,4417.44,summer_night,150MW
0.0,0.0,0.009,0.009,2069.324,2069.324,0.0,178.978,4417.44,summer_night,150MW
