solar_sim,solar_clipped,wind_sim,wind_clipped,demand_sim,demand_clipped,solar_cap_MW,wind_cap_MW,demand_cap_MW,group,pipeline
106.82,106.82,71.809,71.809,2339.889,2339.889,106.82,179.0,3755.84,spring_day,110MW
106.811,106.811,0.0,0.0,2625.482,2625.482,106.82,179.0,3755.84,spring_day,110MW
106.804,106.804,0.0,0.0,2403.977,2403.977,106.82,179.0,3755.84,spring_day,110MW
90.125,90.125,0.0,0.0,2259.12,2259.12,106.82,179.0,3755.84,spring_day,110MW
106.82,106.82,0.092,0.092,2287.5,2287.5,106.82,179.0,3755.84,spring_day,110MW
106.82,106.82,428611.442,179.0,2541.161,2541.161,106.82,179.0,3755.84,spring_day,110MW
106.818,106.818,0.0,0.0,1940.129,1940.129,106.82,179.0,3755.84,spring_day,110MW
104.43,104.43,1264738352.732,179.0,2815.362,2815.362,106.82,179.0,3755.84,spring_day,110MW
83.241,83.241,1.207488646457753e+17,179.0,1726.837,1726.837,106.82,179.0,3755.84,spring_day,110MW
106.817,106.817,0.16,0.16,1694.849,1694.849,106.82,179.0,3755.84,spring_day,110MW
106.819,106.819,0.0,0.0,2128.764,2128.764,106.82,179.0,3755.84,spring_day,110MW
106.816,106.816,0.0,0.0,2614.655,2614.655,106.82,179.0,3755.84,spring_day,110MW
106.814,106.814,20693.576,179.0,2743.544,2743.544,106.82,179.0,3755.84,spring_day,110MW
105.931,105.931,0.0,0.0,1934.947,1934.947,106.82,179.0,3755.84,spring_day,110MW
106.778,106.778,0.0,0.0,1658.349,1658.349,106.82,179.0,3755.84,spring_day,110MW
52.553,52.553,0.0,0.0,1710.376,1710.376,106.82,179.0,3755.84,spring_day,110MW
106.062,106.062,0.0,0.0,2297.026,2297.026,106.82,179.0,3755.84,spring_day,110MW
-1.012,0.0,73103.144,179.0,2292.602,2292.602,106.82,179.0,3755.84,spring_day,110MW
106.816,106.816,0.0,0.0,1875.753,1875.753,106.82,179.0,3755.84,spring_day,110MW
106.82,106.82,0.0,0.0,2057.903,2057.903,106.82,179.0,3755.84,spring_day,110MW
106.82,106.82,0.0,0.0,2027.164,2027.164,106.82,179.0,3755.84,spring_day,110MW
-0.537,0.0,0.0,0.0,2369.392,2369.392,106.82,179.0,3755.84,spring_day,110MW
63.102,63.102,91.043,91.043,1946.677,1946.677,106.82,179.0,3755.84,spring_day,110MW
106.819,106.819,0.0,0.0,2517.95,2517.95,106.82,179.0,3755.84,spring_day,110MW
106.271,106.271,0.0,0.0,2103.497,2103.497,106.82,179.0,3755.84,spring_day,110MW
