solar_sim,solar_clipped,wind_sim,wind_clipped,demand_sim,demand_clipped,solar_cap_MW,wind_cap_MW,demand_cap_MW,group,pipeline
0.0,0.0,177.285,177.285,2781.487,2781.487,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,9.414,9.414,2104.349,2104.349,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,175.333,175.333,2105.884,2105.884,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,0.009,0.009,2266.182,2266.182,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,141.995,141.995,1957.166,1957.166,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,162.798,162.798,2529.416,2529.416,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,174.556,174.556,2305.424,2305.424,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,80.448,80.448,2416.946,2416.946,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,178.533,178.533,2365.81,2365.81,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,95.211,95.211,2133.951,2133.951,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,0.011,0.011,2101.439,2101.439,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,153.923,153.923,2109.681,2109.681,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,178.87,178.87,2318.2,2318.2,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,30.831,30.831,2466.914,2466.914,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,175.081,175.081,2122.162,2122.162,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,177.047,177.047,2342.34,2342.34,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,0.1,0.1,2827.818,2827.818,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,178.898,178.898,3168.216,3168.216,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,178.24,178.24,1759.242,1759.242,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,10.253,10.253,2558.806,2558.806,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,124.283,124.283,1874.449,1874.449,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,0.003,0.003,1924.177,1924.177,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,141.098,141.098,2322.162,2322.162,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,177.117,177.117,1928.517,1928.517,0.0,178.978,3815.76,fall_night,110MW
0.0,0.0,163.157,163.157,2371.955,2371.955,0.0,178.978,3815.76,fall_night,110MW
