solar_sim,solar_clipped,wind_sim,wind_clipped,demand_sim,demand_clipped,solar_cap_MW,wind_cap_MW,demand_cap_MW,group,pipeline
73.064,73.064,224397488.149,178.962,2744.294,2744.294,106.82,178.962,3521.04,winter_day,110MW
18.399,18.399,0.013,0.013,2836.483,2836.483,106.82,178.962,3521.04,winter_day,110MW
106.82,106.82,4822534111165640.0,178.962,2834.016,2834.016,106.82,178.962,3521.04,winter_day,110MW
106.611,106.611,0.0,0.0,2162.583,2162.583,106.82,178.962,3521.04,winter_day,110MW
104.469,104.469,21.722,21.722,2392.469,2392.469,106.82,178.962,3521.04,winter_day,110MW
106.82,106.82,11935.265,178.962,3191.278,3191.278,106.82,178.962,3521.04,winter_day,110MW
47.628,47.628,3267428285633.264,178.962,2687.28,2687.28,106.82,178.962,3521.04,winter_day,110MW
106.789,106.789,0.0,0.0,2389.567,2389.567,106.82,178.962,3521.04,winter_day,110MW
104.053,104.053,0.0,0.0,2234.383,2234.383,106.82,178.962,3521.04,winter_day,110MW
105.013,105.013,0.0,0.0,2592.403,2592.403,106.82,178.962,3521.04,winter_day,110MW
106.792,106.792,0.006,0.006,2620.86,2620.86,106.82,178.962,3521.04,winter_day,110MW
106.524,106.524,104004.459,178.962,2550.662,2550.662,106.82,178.962,3521.04,winter_day,110MW
106.813,106.813,434843570.406,178.962,2209.994,2209.994,106.82,178.962,3521.04,winter_day,110MW
106.808,106.808,0.0,0.0,2565.499,2565.499,106.82,178.962,3521.04,winter_day,110MW
106.526,106.526,0.122,0.122,2771.722,2771.722,106.82,178.962,3521.04,winter_day,110MW
106.814,106.814,0.001,0.001,2690.769,2690.769,106.82,178.962,3521.04,winter_day,110MW
65.459,65.459,0.0,0.0,1810.367,1810.367,106.82,178.962,3521.04,winter_day,110MW
21.21,21.21,6.537,6.537,2634.317,2634.317,106.82,178.962,3521.04,winter_day,110MW
94.687,94.687,0.008,0.008,2520.174,2520.174,106.82,178.962,3521.04,winter_day,110MW
104.338,104.338,0.0,0.0,3626.125,3521.04,106.82,178.962,3521.04,winter_day,110MW
17.918,17.918,1.1721193040866381e+29,178.962,2017.688,2017.688,106.82,178.962,3521.04,winter_day,110MW
19.087,19.087,26235603346159.508,178.962,2882.31,2882.31,106.82,178.962,3521.04,winter_day,110MW
106.631,106.631,0.0,0.0,2560.166,2560.166,106.82,178.962,3521.04,winter_day,110MW
20.847,20.847,0.194,0.194,2489.883,2489.883,106.82,178.962,3521.04,winter_day,110MW
17.913,17.913,0.287,0.287,2345.021,2345.021,106.82,178.962,3521.04,winter_day,110MW
